ward,year,race,office,preference,ballots
72,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,2
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,29
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,10
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,43
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
73,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,17
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,8
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,1
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,39
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
74,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,24
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,20
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,93
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
75,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,14
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,7
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,37
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
76,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,16
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,19
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,39
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
77,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,1
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,31
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,13
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,1
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,82
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
78,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,35
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,24
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,82
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,3
79,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,7
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,3
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,3
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,1
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,1
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,80
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,1
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,57
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,4
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,208
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,2
80,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,1
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,53
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,25
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,1
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,136
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
81,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,5
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,59
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,73
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,173
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,2
82,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,3
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,71
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,49
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,2
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,226
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
83,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,1
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,1
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,54
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,32
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,1
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,139
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
84,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,5
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,0
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,68
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,2
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,66
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,2
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,169
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
85,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,4
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,60
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,54
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,2
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,187
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
86,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,28
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,37
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,103
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
87,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,1
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,41
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,45
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,122
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
88,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,3
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,1
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,45
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,30
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,2
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,133
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
89,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,1
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,1
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,45
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,18
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,136
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
90,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,2
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,1
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,34
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,16
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,1
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,TED CRUZ,70
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
91,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,WRITE-IN,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MARCO RUBIO,3
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,BEN CARSON,2
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RAND PAUL,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,MIKE HUCKABEE,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JIM GILMORE,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CHRIS CHRISTIE,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,DONALD J. TRUMP,46
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,RICK SANTORUM,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,CARLY FIORINA,0
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JOHN R. KASICH,49
92,2016,REPUBLICAN PRIMARY,PRESIDENTIAL CANDIDATE,JEB BUSH,0
