ward,year,race,office,preference,ballots
165,2012,GENERAL,MAYOR,EDWARDCMCDONALD,45
165,2012,GENERAL,MAYOR,WRITEIN,1
166,2012,GENERAL,MAYOR,TOMBARRET,71
166,2012,GENERAL,MAYOR,EDWARDCMCDONALD,26
166,2012,GENERAL,MAYOR,WRITEIN,0
167,2012,GENERAL,MAYOR,TOMBARRET,246
167,2012,GENERAL,MAYOR,EDWARDCMCDONALD,72
167,2012,GENERAL,MAYOR,WRITEIN,3
168,2012,GENERAL,MAYOR,TOMBARRET,527
168,2012,GENERAL,MAYOR,EDWARDCMCDONALD,118
168,2012,GENERAL,MAYOR,WRITEIN,4
169,2012,GENERAL,MAYOR,TOMBARRET,77
169,2012,GENERAL,MAYOR,EDWARDCMCDONALD,31
169,2012,GENERAL,MAYOR,WRITEIN,0
170,2012,GENERAL,MAYOR,TOMBARRET,72
170,2012,GENERAL,MAYOR,EDWARDCMCDONALD,24
170,2012,GENERAL,MAYOR,WRITEIN,0
171,2012,GENERAL,MAYOR,TOMBARRET,17
171,2012,GENERAL,MAYOR,EDWARDCMCDONALD,9
171,2012,GENERAL,MAYOR,WRITEIN,0
172,2012,GENERAL,MAYOR,TOMBARRET,114
172,2012,GENERAL,MAYOR,EDWARDCMCDONALD,27
172,2012,GENERAL,MAYOR,WRITEIN,1
173,2012,GENERAL,MAYOR,TOMBARRET,169
173,2012,GENERAL,MAYOR,EDWARDCMCDONALD,62
173,2012,GENERAL,MAYOR,WRITEIN,4
174,2012,GENERAL,MAYOR,TOMBARRET,290
174,2012,GENERAL,MAYOR,EDWARDCMCDONALD,80
174,2012,GENERAL,MAYOR,WRITEIN,2
175,2012,GENERAL,MAYOR,TOMBARRET,109
175,2012,GENERAL,MAYOR,EDWARDCMCDONALD,32
175,2012,GENERAL,MAYOR,WRITEIN,2
176,2012,GENERAL,MAYOR,TOMBARRET,214
176,2012,GENERAL,MAYOR,EDWARDCMCDONALD,30
176,2012,GENERAL,MAYOR,WRITEIN,0
177,2012,GENERAL,MAYOR,TOMBARRET,297
177,2012,GENERAL,MAYOR,EDWARDCMCDONALD,118
177,2012,GENERAL,MAYOR,WRITEIN,2
178,2012,GENERAL,MAYOR,TOMBARRET,245
178,2012,GENERAL,MAYOR,EDWARDCMCDONALD,79
178,2012,GENERAL,MAYOR,WRITEIN,1
179,2012,GENERAL,MAYOR,TOMBARRET,291
179,2012,GENERAL,MAYOR,EDWARDCMCDONALD,94
179,2012,GENERAL,MAYOR,WRITEIN,0
180,2012,GENERAL,MAYOR,TOMBARRET,181
180,2012,GENERAL,MAYOR,EDWARDCMCDONALD,71
180,2012,GENERAL,MAYOR,WRITEIN,0
181,2012,GENERAL,MAYOR,TOMBARRET,390
181,2012,GENERAL,MAYOR,EDWARDCMCDONALD,99
181,2012,GENERAL,MAYOR,WRITEIN,3
182,2012,GENERAL,MAYOR,TOMBARRET,234
182,2012,GENERAL,MAYOR,EDWARDCMCDONALD,82
182,2012,GENERAL,MAYOR,WRITEIN,2
183,2012,GENERAL,MAYOR,TOMBARRET,262
183,2012,GENERAL,MAYOR,EDWARDCMCDONALD,102
183,2012,GENERAL,MAYOR,WRITEIN,3
184,2012,GENERAL,MAYOR,TOMBARRET,264
184,2012,GENERAL,MAYOR,EDWARDCMCDONALD,131
184,2012,GENERAL,MAYOR,WRITEIN,3
185,2012,GENERAL,MAYOR,TOMBARRET,330
185,2012,GENERAL,MAYOR,EDWARDCMCDONALD,127
185,2012,GENERAL,MAYOR,WRITEIN,4
186,2012,GENERAL,MAYOR,TOMBARRET,242
186,2012,GENERAL,MAYOR,EDWARDCMCDONALD,128
186,2012,GENERAL,MAYOR,WRITEIN,4
187,2012,GENERAL,MAYOR,TOMBARRET,37
187,2012,GENERAL,MAYOR,EDWARDCMCDONALD,15
187,2012,GENERAL,MAYOR,WRITEIN,0
188,2012,GENERAL,MAYOR,TOMBARRET,50
188,2012,GENERAL,MAYOR,EDWARDCMCDONALD,15
188,2012,GENERAL,MAYOR,WRITEIN,3
189,2012,GENERAL,MAYOR,TOMBARRET,98
189,2012,GENERAL,MAYOR,EDWARDCMCDONALD,50
189,2012,GENERAL,MAYOR,WRITEIN,1
190,2012,GENERAL,MAYOR,TOMBARRET,94
190,2012,GENERAL,MAYOR,EDWARDCMCDONALD,54
190,2012,GENERAL,MAYOR,WRITEIN,2
191,2012,GENERAL,MAYOR,TOMBARRET,67
191,2012,GENERAL,MAYOR,EDWARDCMCDONALD,36
191,2012,GENERAL,MAYOR,WRITEIN,0
192,2012,GENERAL,MAYOR,TOMBARRET,54
192,2012,GENERAL,MAYOR,EDWARDCMCDONALD,22
192,2012,GENERAL,MAYOR,WRITEIN,0
193,2012,GENERAL,MAYOR,TOMBARRET,107
193,2012,GENERAL,MAYOR,EDWARDCMCDONALD,54
193,2012,GENERAL,MAYOR,WRITEIN,1
194,2012,GENERAL,MAYOR,TOMBARRET,75
194,2012,GENERAL,MAYOR,EDWARDCMCDONALD,26
194,2012,GENERAL,MAYOR,WRITEIN,1
195,2012,GENERAL,MAYOR,TOMBARRET,54
195,2012,GENERAL,MAYOR,EDWARDCMCDONALD,21
195,2012,GENERAL,MAYOR,WRITEIN,1
196,2012,GENERAL,MAYOR,TOMBARRET,184
196,2012,GENERAL,MAYOR,EDWARDCMCDONALD,77
196,2012,GENERAL,MAYOR,WRITEIN,3
197,2012,GENERAL,MAYOR,TOMBARRET,3
197,2012,GENERAL,MAYOR,EDWARDCMCDONALD,1
197,2012,GENERAL,MAYOR,WRITEIN,0
198,2012,GENERAL,MAYOR,TOMBARRET,147
198,2012,GENERAL,MAYOR,EDWARDCMCDONALD,41
198,2012,GENERAL,MAYOR,WRITEIN,3
199,2012,GENERAL,MAYOR,TOMBARRET,168
199,2012,GENERAL,MAYOR,EDWARDCMCDONALD,45
199,2012,GENERAL,MAYOR,WRITEIN,1
200,2012,GENERAL,MAYOR,TOMBARRET,75
200,2012,GENERAL,MAYOR,EDWARDCMCDONALD,41
200,2012,GENERAL,MAYOR,WRITEIN,1
201,2012,GENERAL,MAYOR,TOMBARRET,94
201,2012,GENERAL,MAYOR,EDWARDCMCDONALD,30
201,2012,GENERAL,MAYOR,WRITEIN,0
202,2012,GENERAL,MAYOR,TOMBARRET,187
202,2012,GENERAL,MAYOR,EDWARDCMCDONALD,62
202,2012,GENERAL,MAYOR,WRITEIN,3
203,2012,GENERAL,MAYOR,TOMBARRET,319
203,2012,GENERAL,MAYOR,EDWARDCMCDONALD,96
203,2012,GENERAL,MAYOR,WRITEIN,2
204,2012,GENERAL,MAYOR,TOMBARRET,242
204,2012,GENERAL,MAYOR,EDWARDCMCDONALD,71
204,2012,GENERAL,MAYOR,WRITEIN,7
205,2012,GENERAL,MAYOR,TOMBARRET,211
205,2012,GENERAL,MAYOR,EDWARDCMCDONALD,102
205,2012,GENERAL,MAYOR,WRITEIN,3
206,2012,GENERAL,MAYOR,TOMBARRET,196
206,2012,GENERAL,MAYOR,EDWARDCMCDONALD,82
206,2012,GENERAL,MAYOR,WRITEIN,5
207,2012,GENERAL,MAYOR,TOMBARRET,141
207,2012,GENERAL,MAYOR,EDWARDCMCDONALD,95
207,2012,GENERAL,MAYOR,WRITEIN,6
208,2012,GENERAL,MAYOR,TOMBARRET,173
208,2012,GENERAL,MAYOR,EDWARDCMCDONALD,100
208,2012,GENERAL,MAYOR,WRITEIN,2
209,2012,GENERAL,MAYOR,TOMBARRET,158
209,2012,GENERAL,MAYOR,EDWARDCMCDONALD,139
209,2012,GENERAL,MAYOR,WRITEIN,0
210,2012,GENERAL,MAYOR,TOMBARRET,138
210,2012,GENERAL,MAYOR,EDWARDCMCDONALD,99
210,2012,GENERAL,MAYOR,WRITEIN,1
211,2012,GENERAL,MAYOR,TOMBARRET,106
211,2012,GENERAL,MAYOR,EDWARDCMCDONALD,94
211,2012,GENERAL,MAYOR,WRITEIN,5
212,2012,GENERAL,MAYOR,TOMBARRET,118
212,2012,GENERAL,MAYOR,EDWARDCMCDONALD,89
212,2012,GENERAL,MAYOR,WRITEIN,3
213,2012,GENERAL,MAYOR,TOMBARRET,179
213,2012,GENERAL,MAYOR,EDWARDCMCDONALD,90
213,2012,GENERAL,MAYOR,WRITEIN,3
214,2012,GENERAL,MAYOR,TOMBARRET,111
214,2012,GENERAL,MAYOR,EDWARDCMCDONALD,35
214,2012,GENERAL,MAYOR,WRITEIN,1
215,2012,GENERAL,MAYOR,TOMBARRET,50
215,2012,GENERAL,MAYOR,EDWARDCMCDONALD,25
215,2012,GENERAL,MAYOR,WRITEIN,0
216,2012,GENERAL,MAYOR,TOMBARRET,44
216,2012,GENERAL,MAYOR,EDWARDCMCDONALD,19
216,2012,GENERAL,MAYOR,WRITEIN,0
217,2012,GENERAL,MAYOR,TOMBARRET,126
217,2012,GENERAL,MAYOR,EDWARDCMCDONALD,34
217,2012,GENERAL,MAYOR,WRITEIN,3
218,2012,GENERAL,MAYOR,TOMBARRET,147
218,2012,GENERAL,MAYOR,EDWARDCMCDONALD,51
218,2012,GENERAL,MAYOR,WRITEIN,2
219,2012,GENERAL,MAYOR,TOMBARRET,114
219,2012,GENERAL,MAYOR,EDWARDCMCDONALD,26
219,2012,GENERAL,MAYOR,WRITEIN,0
220,2012,GENERAL,MAYOR,TOMBARRET,125
220,2012,GENERAL,MAYOR,EDWARDCMCDONALD,49
220,2012,GENERAL,MAYOR,WRITEIN,3
221,2012,GENERAL,MAYOR,TOMBARRET,206
221,2012,GENERAL,MAYOR,EDWARDCMCDONALD,84
221,2012,GENERAL,MAYOR,WRITEIN,0
222,2012,GENERAL,MAYOR,TOMBARRET,102
222,2012,GENERAL,MAYOR,EDWARDCMCDONALD,21
222,2012,GENERAL,MAYOR,WRITEIN,1
223,2012,GENERAL,MAYOR,TOMBARRET,128
223,2012,GENERAL,MAYOR,EDWARDCMCDONALD,43
223,2012,GENERAL,MAYOR,WRITEIN,2
224,2012,GENERAL,MAYOR,TOMBARRET,62
224,2012,GENERAL,MAYOR,EDWARDCMCDONALD,31
224,2012,GENERAL,MAYOR,WRITEIN,0
225,2012,GENERAL,MAYOR,TOMBARRET,72
225,2012,GENERAL,MAYOR,EDWARDCMCDONALD,38
225,2012,GENERAL,MAYOR,WRITEIN,3
226,2012,GENERAL,MAYOR,TOMBARRET,62
226,2012,GENERAL,MAYOR,EDWARDCMCDONALD,18
226,2012,GENERAL,MAYOR,WRITEIN,1
227,2012,GENERAL,MAYOR,TOMBARRET,169
227,2012,GENERAL,MAYOR,EDWARDCMCDONALD,48
227,2012,GENERAL,MAYOR,WRITEIN,2
228,2012,GENERAL,MAYOR,TOMBARRET,85
228,2012,GENERAL,MAYOR,EDWARDCMCDONALD,23
228,2012,GENERAL,MAYOR,WRITEIN,1
229,2012,GENERAL,MAYOR,TOMBARRET,30
229,2012,GENERAL,MAYOR,EDWARDCMCDONALD,14
229,2012,GENERAL,MAYOR,WRITEIN,0
230,2012,GENERAL,MAYOR,TOMBARRET,109
230,2012,GENERAL,MAYOR,EDWARDCMCDONALD,33
230,2012,GENERAL,MAYOR,WRITEIN,2
231,2012,GENERAL,MAYOR,TOMBARRET,51
231,2012,GENERAL,MAYOR,EDWARDCMCDONALD,16
231,2012,GENERAL,MAYOR,WRITEIN,1
232,2012,GENERAL,MAYOR,TOMBARRET,39
232,2012,GENERAL,MAYOR,EDWARDCMCDONALD,10
232,2012,GENERAL,MAYOR,WRITEIN,0
233,2012,GENERAL,MAYOR,TOMBARRET,35
233,2012,GENERAL,MAYOR,EDWARDCMCDONALD,10
233,2012,GENERAL,MAYOR,WRITEIN,1
234,2012,GENERAL,MAYOR,TOMBARRET,65
234,2012,GENERAL,MAYOR,EDWARDCMCDONALD,6
234,2012,GENERAL,MAYOR,WRITEIN,0
235,2012,GENERAL,MAYOR,TOMBARRET,220
235,2012,GENERAL,MAYOR,EDWARDCMCDONALD,63
235,2012,GENERAL,MAYOR,WRITEIN,2
236,2012,GENERAL,MAYOR,TOMBARRET,107
236,2012,GENERAL,MAYOR,EDWARDCMCDONALD,30
236,2012,GENERAL,MAYOR,WRITEIN,0
237,2012,GENERAL,MAYOR,TOMBARRET,99
237,2012,GENERAL,MAYOR,EDWARDCMCDONALD,17
237,2012,GENERAL,MAYOR,WRITEIN,0
238,2012,GENERAL,MAYOR,TOMBARRET,69
238,2012,GENERAL,MAYOR,EDWARDCMCDONALD,25
238,2012,GENERAL,MAYOR,WRITEIN,0
239,2012,GENERAL,MAYOR,TOMBARRET,79
239,2012,GENERAL,MAYOR,EDWARDCMCDONALD,22
239,2012,GENERAL,MAYOR,WRITEIN,1
240,2012,GENERAL,MAYOR,TOMBARRET,84
240,2012,GENERAL,MAYOR,EDWARDCMCDONALD,25
240,2012,GENERAL,MAYOR,WRITEIN,0
241,2012,GENERAL,MAYOR,TOMBARRET,239
241,2012,GENERAL,MAYOR,EDWARDCMCDONALD,71
241,2012,GENERAL,MAYOR,WRITEIN,0
242,2012,GENERAL,MAYOR,TOMBARRET,288
242,2012,GENERAL,MAYOR,EDWARDCMCDONALD,75
242,2012,GENERAL,MAYOR,WRITEIN,2
243,2012,GENERAL,MAYOR,TOMBARRET,446
243,2012,GENERAL,MAYOR,EDWARDCMCDONALD,164
243,2012,GENERAL,MAYOR,WRITEIN,2
244,2012,GENERAL,MAYOR,TOMBARRET,299
244,2012,GENERAL,MAYOR,EDWARDCMCDONALD,88
244,2012,GENERAL,MAYOR,WRITEIN,4
245,2012,GENERAL,MAYOR,TOMBARRET,285
245,2012,GENERAL,MAYOR,EDWARDCMCDONALD,96
245,2012,GENERAL,MAYOR,WRITEIN,2
246,2012,GENERAL,MAYOR,TOMBARRET,483
246,2012,GENERAL,MAYOR,EDWARDCMCDONALD,135
246,2012,GENERAL,MAYOR,WRITEIN,4
247,2012,GENERAL,MAYOR,TOMBARRET,201
247,2012,GENERAL,MAYOR,EDWARDCMCDONALD,71
247,2012,GENERAL,MAYOR,WRITEIN,3
248,2012,GENERAL,MAYOR,TOMBARRET,345
248,2012,GENERAL,MAYOR,EDWARDCMCDONALD,108
248,2012,GENERAL,MAYOR,WRITEIN,4
249,2012,GENERAL,MAYOR,TOMBARRET,144
249,2012,GENERAL,MAYOR,EDWARDCMCDONALD,53
249,2012,GENERAL,MAYOR,WRITEIN,1
250,2012,GENERAL,MAYOR,TOMBARRET,54
250,2012,GENERAL,MAYOR,EDWARDCMCDONALD,22
250,2012,GENERAL,MAYOR,WRITEIN,0
251,2012,GENERAL,MAYOR,TOMBARRET,20
251,2012,GENERAL,MAYOR,EDWARDCMCDONALD,14
251,2012,GENERAL,MAYOR,WRITEIN,0
252,2012,GENERAL,MAYOR,TOMBARRET,74
252,2012,GENERAL,MAYOR,EDWARDCMCDONALD,36
252,2012,GENERAL,MAYOR,WRITEIN,1
253,2012,GENERAL,MAYOR,TOMBARRET,78
253,2012,GENERAL,MAYOR,EDWARDCMCDONALD,24
253,2012,GENERAL,MAYOR,WRITEIN,0
254,2012,GENERAL,MAYOR,TOMBARRET,29
254,2012,GENERAL,MAYOR,EDWARDCMCDONALD,12
254,2012,GENERAL,MAYOR,WRITEIN,0
255,2012,GENERAL,MAYOR,TOMBARRET,72
255,2012,GENERAL,MAYOR,EDWARDCMCDONALD,24
255,2012,GENERAL,MAYOR,WRITEIN,1
256,2012,GENERAL,MAYOR,TOMBARRET,40
256,2012,GENERAL,MAYOR,EDWARDCMCDONALD,13
256,2012,GENERAL,MAYOR,WRITEIN,1
257,2012,GENERAL,MAYOR,TOMBARRET,134
257,2012,GENERAL,MAYOR,EDWARDCMCDONALD,53
257,2012,GENERAL,MAYOR,WRITEIN,3
258,2012,GENERAL,MAYOR,TOMBARRET,167
258,2012,GENERAL,MAYOR,EDWARDCMCDONALD,68
258,2012,GENERAL,MAYOR,WRITEIN,1
259,2012,GENERAL,MAYOR,TOMBARRET,95
259,2012,GENERAL,MAYOR,EDWARDCMCDONALD,47
259,2012,GENERAL,MAYOR,WRITEIN,0
260,2012,GENERAL,MAYOR,TOMBARRET,62
260,2012,GENERAL,MAYOR,EDWARDCMCDONALD,40
260,2012,GENERAL,MAYOR,WRITEIN,0
261,2012,GENERAL,MAYOR,TOMBARRET,105
261,2012,GENERAL,MAYOR,EDWARDCMCDONALD,59
261,2012,GENERAL,MAYOR,WRITEIN,0
262,2012,GENERAL,MAYOR,TOMBARRET,205
262,2012,GENERAL,MAYOR,EDWARDCMCDONALD,128
262,2012,GENERAL,MAYOR,WRITEIN,1
263,2012,GENERAL,MAYOR,TOMBARRET,137
263,2012,GENERAL,MAYOR,EDWARDCMCDONALD,94
263,2012,GENERAL,MAYOR,WRITEIN,1
264,2012,GENERAL,MAYOR,TOMBARRET,225
264,2012,GENERAL,MAYOR,EDWARDCMCDONALD,140
264,2012,GENERAL,MAYOR,WRITEIN,5
265,2012,GENERAL,MAYOR,TOMBARRET,146
265,2012,GENERAL,MAYOR,EDWARDCMCDONALD,74
265,2012,GENERAL,MAYOR,WRITEIN,2
266,2012,GENERAL,MAYOR,TOMBARRET,143
266,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
266,2012,GENERAL,MAYOR,WRITEIN,1
267,2012,GENERAL,MAYOR,TOMBARRET,129
267,2012,GENERAL,MAYOR,EDWARDCMCDONALD,74
267,2012,GENERAL,MAYOR,WRITEIN,3
268,2012,GENERAL,MAYOR,TOMBARRET,301
268,2012,GENERAL,MAYOR,EDWARDCMCDONALD,164
268,2012,GENERAL,MAYOR,WRITEIN,5
269,2012,GENERAL,MAYOR,TOMBARRET,215
269,2012,GENERAL,MAYOR,EDWARDCMCDONALD,122
269,2012,GENERAL,MAYOR,WRITEIN,3
270,2012,GENERAL,MAYOR,TOMBARRET,238
270,2012,GENERAL,MAYOR,EDWARDCMCDONALD,155
270,2012,GENERAL,MAYOR,WRITEIN,6
271,2012,GENERAL,MAYOR,TOMBARRET,352
271,2012,GENERAL,MAYOR,EDWARDCMCDONALD,243
271,2012,GENERAL,MAYOR,WRITEIN,10
272,2012,GENERAL,MAYOR,TOMBARRET,229
272,2012,GENERAL,MAYOR,EDWARDCMCDONALD,158
272,2012,GENERAL,MAYOR,WRITEIN,4
273,2012,GENERAL,MAYOR,TOMBARRET,135
273,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
273,2012,GENERAL,MAYOR,WRITEIN,3
274,2012,GENERAL,MAYOR,TOMBARRET,109
274,2012,GENERAL,MAYOR,EDWARDCMCDONALD,96
274,2012,GENERAL,MAYOR,WRITEIN,1
275,2012,GENERAL,MAYOR,TOMBARRET,220
275,2012,GENERAL,MAYOR,EDWARDCMCDONALD,159
275,2012,GENERAL,MAYOR,WRITEIN,10
276,2012,GENERAL,MAYOR,TOMBARRET,305
276,2012,GENERAL,MAYOR,EDWARDCMCDONALD,213
276,2012,GENERAL,MAYOR,WRITEIN,15
277,2012,GENERAL,MAYOR,TOMBARRET,272
277,2012,GENERAL,MAYOR,EDWARDCMCDONALD,169
277,2012,GENERAL,MAYOR,WRITEIN,2
278,2012,GENERAL,MAYOR,TOMBARRET,133
278,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
278,2012,GENERAL,MAYOR,WRITEIN,4
279,2012,GENERAL,MAYOR,TOMBARRET,239
279,2012,GENERAL,MAYOR,EDWARDCMCDONALD,177
279,2012,GENERAL,MAYOR,WRITEIN,7
280,2012,GENERAL,MAYOR,TOMBARRET,340
280,2012,GENERAL,MAYOR,EDWARDCMCDONALD,182
280,2012,GENERAL,MAYOR,WRITEIN,7
281,2012,GENERAL,MAYOR,TOMBARRET,140
281,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
281,2012,GENERAL,MAYOR,WRITEIN,6
282,2012,GENERAL,MAYOR,TOMBARRET,51
282,2012,GENERAL,MAYOR,EDWARDCMCDONALD,25
282,2012,GENERAL,MAYOR,WRITEIN,0
283,2012,GENERAL,MAYOR,TOMBARRET,118
283,2012,GENERAL,MAYOR,EDWARDCMCDONALD,77
283,2012,GENERAL,MAYOR,WRITEIN,0
284,2012,GENERAL,MAYOR,TOMBARRET,128
284,2012,GENERAL,MAYOR,EDWARDCMCDONALD,57
284,2012,GENERAL,MAYOR,WRITEIN,0
285,2012,GENERAL,MAYOR,TOMBARRET,15
285,2012,GENERAL,MAYOR,EDWARDCMCDONALD,11
285,2012,GENERAL,MAYOR,WRITEIN,1
286,2012,GENERAL,MAYOR,TOMBARRET,119
286,2012,GENERAL,MAYOR,EDWARDCMCDONALD,36
286,2012,GENERAL,MAYOR,WRITEIN,1
287,2012,GENERAL,MAYOR,TOMBARRET,81
287,2012,GENERAL,MAYOR,EDWARDCMCDONALD,63
287,2012,GENERAL,MAYOR,WRITEIN,1
288,2012,GENERAL,MAYOR,TOMBARRET,205
288,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
288,2012,GENERAL,MAYOR,WRITEIN,5
289,2012,GENERAL,MAYOR,TOMBARRET,156
289,2012,GENERAL,MAYOR,EDWARDCMCDONALD,68
289,2012,GENERAL,MAYOR,WRITEIN,5
290,2012,GENERAL,MAYOR,TOMBARRET,64
290,2012,GENERAL,MAYOR,EDWARDCMCDONALD,36
290,2012,GENERAL,MAYOR,WRITEIN,1
291,2012,GENERAL,MAYOR,TOMBARRET,84
291,2012,GENERAL,MAYOR,EDWARDCMCDONALD,42
291,2012,GENERAL,MAYOR,WRITEIN,3
292,2012,GENERAL,MAYOR,TOMBARRET,155
292,2012,GENERAL,MAYOR,EDWARDCMCDONALD,76
292,2012,GENERAL,MAYOR,WRITEIN,2
293,2012,GENERAL,MAYOR,TOMBARRET,189
293,2012,GENERAL,MAYOR,EDWARDCMCDONALD,118
293,2012,GENERAL,MAYOR,WRITEIN,4
294,2012,GENERAL,MAYOR,TOMBARRET,196
294,2012,GENERAL,MAYOR,EDWARDCMCDONALD,94
294,2012,GENERAL,MAYOR,WRITEIN,1
295,2012,GENERAL,MAYOR,TOMBARRET,185
295,2012,GENERAL,MAYOR,EDWARDCMCDONALD,81
295,2012,GENERAL,MAYOR,WRITEIN,1
296,2012,GENERAL,MAYOR,TOMBARRET,307
296,2012,GENERAL,MAYOR,EDWARDCMCDONALD,126
296,2012,GENERAL,MAYOR,WRITEIN,3
297,2012,GENERAL,MAYOR,TOMBARRET,275
297,2012,GENERAL,MAYOR,EDWARDCMCDONALD,93
297,2012,GENERAL,MAYOR,WRITEIN,4
298,2012,GENERAL,MAYOR,TOMBARRET,193
298,2012,GENERAL,MAYOR,EDWARDCMCDONALD,86
298,2012,GENERAL,MAYOR,WRITEIN,1
299,2012,GENERAL,MAYOR,TOMBARRET,232
299,2012,GENERAL,MAYOR,EDWARDCMCDONALD,104
299,2012,GENERAL,MAYOR,WRITEIN,3
300,2012,GENERAL,MAYOR,TOMBARRET,403
300,2012,GENERAL,MAYOR,EDWARDCMCDONALD,135
300,2012,GENERAL,MAYOR,WRITEIN,4
301,2012,GENERAL,MAYOR,TOMBARRET,303
301,2012,GENERAL,MAYOR,EDWARDCMCDONALD,150
301,2012,GENERAL,MAYOR,WRITEIN,3
302,2012,GENERAL,MAYOR,TOMBARRET,190
302,2012,GENERAL,MAYOR,EDWARDCMCDONALD,97
302,2012,GENERAL,MAYOR,WRITEIN,3
303,2012,GENERAL,MAYOR,TOMBARRET,287
303,2012,GENERAL,MAYOR,EDWARDCMCDONALD,174
303,2012,GENERAL,MAYOR,WRITEIN,4
304,2012,GENERAL,MAYOR,TOMBARRET,158
304,2012,GENERAL,MAYOR,EDWARDCMCDONALD,119
304,2012,GENERAL,MAYOR,WRITEIN,6
305,2012,GENERAL,MAYOR,TOMBARRET,162
305,2012,GENERAL,MAYOR,EDWARDCMCDONALD,124
305,2012,GENERAL,MAYOR,WRITEIN,4
306,2012,GENERAL,MAYOR,TOMBARRET,179
306,2012,GENERAL,MAYOR,EDWARDCMCDONALD,71
306,2012,GENERAL,MAYOR,WRITEIN,1
307,2012,GENERAL,MAYOR,TOMBARRET,156
307,2012,GENERAL,MAYOR,EDWARDCMCDONALD,108
307,2012,GENERAL,MAYOR,WRITEIN,2
308,2012,GENERAL,MAYOR,TOMBARRET,75
308,2012,GENERAL,MAYOR,EDWARDCMCDONALD,45
308,2012,GENERAL,MAYOR,WRITEIN,1
309,2012,GENERAL,MAYOR,TOMBARRET,216
309,2012,GENERAL,MAYOR,EDWARDCMCDONALD,145
309,2012,GENERAL,MAYOR,WRITEIN,3
310,2012,GENERAL,MAYOR,TOMBARRET,39
310,2012,GENERAL,MAYOR,EDWARDCMCDONALD,30
310,2012,GENERAL,MAYOR,WRITEIN,0
311,2012,GENERAL,MAYOR,TOMBARRET,120
311,2012,GENERAL,MAYOR,EDWARDCMCDONALD,80
311,2012,GENERAL,MAYOR,WRITEIN,2
312,2012,GENERAL,MAYOR,TOMBARRET,208
312,2012,GENERAL,MAYOR,EDWARDCMCDONALD,150
312,2012,GENERAL,MAYOR,WRITEIN,4
313,2012,GENERAL,MAYOR,TOMBARRET,352
313,2012,GENERAL,MAYOR,EDWARDCMCDONALD,257
313,2012,GENERAL,MAYOR,WRITEIN,9
314,2012,GENERAL,MAYOR,TOMBARRET,140
314,2012,GENERAL,MAYOR,EDWARDCMCDONALD,114
314,2012,GENERAL,MAYOR,WRITEIN,2
315,2012,GENERAL,MAYOR,TOMBARRET,283
315,2012,GENERAL,MAYOR,EDWARDCMCDONALD,197
315,2012,GENERAL,MAYOR,WRITEIN,1
316,2012,GENERAL,MAYOR,TOMBARRET,146
316,2012,GENERAL,MAYOR,EDWARDCMCDONALD,93
316,2012,GENERAL,MAYOR,WRITEIN,5
317,2012,GENERAL,MAYOR,TOMBARRET,201
317,2012,GENERAL,MAYOR,EDWARDCMCDONALD,127
317,2012,GENERAL,MAYOR,WRITEIN,3
318,2012,GENERAL,MAYOR,TOMBARRET,0
318,2012,GENERAL,MAYOR,EDWARDCMCDONALD,0
318,2012,GENERAL,MAYOR,WRITEIN,0
319,2012,GENERAL,MAYOR,TOMBARRET,0
319,2012,GENERAL,MAYOR,EDWARDCMCDONALD,0
319,2012,GENERAL,MAYOR,WRITEIN,0
1,2012,PRIMARY,MAYOR,TOMBARRET,99
1,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,6
1,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,30
1,2012,PRIMARY,MAYOR,WRITEIN,0
2,2012,PRIMARY,MAYOR,TOMBARRET,7
2,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,1
2,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,8
2,2012,PRIMARY,MAYOR,WRITEIN,0
3,2012,PRIMARY,MAYOR,TOMBARRET,193
3,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,1
3,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,36
3,2012,PRIMARY,MAYOR,WRITEIN,1
4,2012,PRIMARY,MAYOR,TOMBARRET,251
4,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,13
4,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,26
4,2012,PRIMARY,MAYOR,WRITEIN,2
5,2012,PRIMARY,MAYOR,TOMBARRET,94
5,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,4
5,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,16
5,2012,PRIMARY,MAYOR,WRITEIN,0
6,2012,PRIMARY,MAYOR,TOMBARRET,171
6,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,4
6,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,29
6,2012,PRIMARY,MAYOR,WRITEIN,3
7,2012,PRIMARY,MAYOR,TOMBARRET,46
7,2012,PRIMARY,MAYOR,IESHUHGRIFFIN,2
7,2012,PRIMARY,MAYOR,EDWARDCMCDONALD,11
